Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,log_app_income,sqr_app_income,log_coapp_income,sqr_coapp_income,log_loan_amt,sqr_loan_amt,Total_Income,Total_Income_log,Total_Income_sqr,Payability,Payability_log,Payability_sqr,Credit_History_Payability,Loan_Status
LP002239,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1,7.76046702921342,5503716,7.3777589082278725,2560000.0,4.882801922586371,17424.0,3946.0,8.28045768658256,15570916.0,3814.0,8.246433786160365,14546596.0,3814.0,1
LP002531,1,1,1,0,1,16667,2250.0,86.0,360.0,1.0,1,9.721185995542177,277788889,7.718685495198466,5062500.0,4.454347296253507,7396.0,18917.0,9.847816267665664,357852889.0,18831.0,9.843259726985641,354606561.0,18831.0,1
LP001073,1,1,2,1,0,4226,1040.0,110.0,360.0,1.0,0,8.349011198176003,17859076,6.946975992135418,1081600.0,4.700480365792417,12100.0,5266.0,8.569026340056254,27730756.0,5156.0,8.547916364059079,26584336.0,5156.0,1
LP001404,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,8.06054004653864,10029889,7.733245646529795,5212089.0,5.0369526024136295,23716.0,5450.0,8.60337088765729,29702500.0,5296.0,8.574707097616844,28047616.0,5296.0,1
LP001841,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,2,7.8567067930958405,6671889,7.681099001536359,4695889.0,4.6443908991413725,10816.0,4750.0,8.465899897028686,22562500.0,4646.0,8.443761913330354,21585316.0,4646.0,1
LP001020,1,1,1,0,0,12841,10968.0,349.0,360.0,1.0,1,9.460398455831275,164891281,9.30273722124215,120297024.0,5.855071922202427,121801.0,23809.0,10.077818939438902,566868481.0,23460.0,10.063052122207466,550371600.0,23460.0,0
LP001497,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,2,8.525558107747866,25421764,7.641564441260972,4338889.0,5.220355825078324,34225.0,7125.0,8.871365005136852,50765625.0,6940.0,8.84505705350085,48163600.0,6940.0,0
LP001640,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,10.575079070130357,1532487609,8.465899897028686,22562500.0,4.787491742782046,14400.0,43897.0,10.689601259598334,1926946609.0,43777.0,10.686863844288563,1916425729.0,43777.0,1
LP001800,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,0,7.828038032125829,6300100,7.592366128519796,3932289.0,4.941642422609304,19600.0,4493.0,8.41027590907016,20187049.0,4353.0,8.378620541552298,18948609.0,4353.0,0
LP002266,1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,0,8.039157390473237,9610000,7.24422751560335,1960000.0,4.727387818712341,12769.0,4500.0,8.411832675758411,20250000.0,4387.0,8.386400901166214,19245769.0,4387.0,1
LP001798,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,2,8.66888370465667,33860761,8.517193191416238,25000000.0,4.787491742782046,14400.0,10819.0,9.289059126687574,117050761.0,10699.0,9.277905558138606,114468601.0,10699.0,1
LP002281,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,0,8.017307507688582,9199089,7.285506548522785,2128681.0,4.553876891600541,9025.0,4492.0,8.410053315858335,20178064.0,4397.0,8.388677769180811,19333609.0,4397.0,1
LP001608,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,2,7.623153068476902,4182025,7.389563953677635,2621161.0,4.61512051684126,10201.0,3664.0,8.20631072579402,13424896.0,3563.0,8.178358165605836,12694969.0,3563.0,1
LP002820,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,2,8.686598356276965,35081929,7.627544390488503,4218916.0,5.351858133476067,44521.0,7977.0,8.984317679911129,63632529.0,7766.0,8.957510510291613,60310756.0,7766.0,1
LP002205,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,0,8.026823576217629,9375844,7.594381242551817,3948169.0,4.709530201312334,12321.0,5049.0,8.526945482858915,25492401.0,4938.0,8.504715669905124,24383844.0,0.0,0
LP002524,1,0,2,0,0,5532,4648.0,162.0,360.0,1.0,2,8.61830469278465,30603024,8.444192298531748,21603904.0,5.087596335232384,26244.0,10180.0,9.228180290104513,103632400.0,10018.0,9.212138753917563,100360324.0,10018.0,1
LP002706,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,8.572627898304338,27931225,7.265429723253953,2044900.0,5.081404364984463,25921.0,6715.0,8.812099108957337,45091225.0,6554.0,8.787830829258759,42954916.0,0.0,1
LP002297,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,7.824046010856292,6250000,9.903487552536127,400000000.0,4.634728988229636,10609.0,22500.0,10.021270588192511,506250000.0,22397.0,10.01668230030247,501625609.0,22397.0,1
LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,2,8.517193191416238,25000000,7.840312983320164,6456681.0,5.017279836814924,22801.0,7541.0,8.928110078202646,56866681.0,7390.0,8.907883013942248,54612100.0,7390.0,0
LP002244,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,0,7.75491027202143,5442889,7.790282380703483,5841889.0,4.912654885736052,18496.0,4750.0,8.465899897028686,22562500.0,4614.0,8.4368504387337,21288996.0,4614.0,1
LP001978,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,2,8.294049640102028,16000000,7.824046010856292,6250000.0,4.941642422609304,19600.0,6500.0,8.779557455883728,42250000.0,6360.0,8.757783656334167,40449600.0,6360.0,1
LP002928,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,8.006367567650246,9000000,8.13622555490846,11669056.0,4.02535169073515,3136.0,6416.0,8.766550149546351,41165056.0,6360.0,8.757783656334167,40449600.0,6360.0,1
LP001784,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,2,8.612503371220562,30250000,7.138866999945524,1587600.0,5.135798437050262,28900.0,6760.0,8.81877816903701,45697600.0,6590.0,8.793308627496552,43428100.0,6590.0,1
LP001578,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,2,7.79934339821592,5948721,8.11162807830774,11108889.0,4.859812404361672,16641.0,5772.0,8.660773919893762,33315984.0,5643.0,8.63817111796914,31843449.0,5643.0,1
LP001318,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,8.740336742730447,39062500,8.640118538253535,31967716.0,5.236441962829949,35344.0,11904.0,9.384629757072872,141705216.0,11716.0,9.368710707947624,137264656.0,11716.0,1
LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,0,7.515344571180436,3370896,10.429310157308027,1144942569.0,4.499809670330265,8100.0,35673.0,10.482149379105689,1272562929.0,35583.0,10.479623274697385,1266149889.0,35583.0,0
LP002792,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,8.60666819784384,29899024,6.939253946041508,1065024.0,3.258096538021482,676.0,6500.0,8.779557455883728,42250000.0,6474.0,8.775549434486189,41912676.0,6474.0,1
LP001633,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,0,8.764053269347762,40960000,8.88875674784872,52562500.0,5.19295685089021,32400.0,13650.0,9.521494800613105,186322500.0,13470.0,9.50822026940441,181440900.0,0.0,0
LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,0,7.515344571180436,3370896,10.429310157308027,1144942569.0,4.499809670330265,8100.0,35673.0,10.482149379105689,1272562929.0,35583.0,10.479623274697385,1266149889.0,35583.0,0
LP002053,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,8.376090350438238,18852964,5.241747015059643,35721.0,4.820281565605037,15376.0,4531.0,8.418697944667139,20529961.0,4407.0,8.390949464841986,19421649.0,4407.0,1
LP001131,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,8.279189777195004,15531481,7.756195343948118,5456896.0,4.897839799950911,17956.0,6277.0,8.744647438317532,39400729.0,6143.0,8.723068501163928,37736449.0,6143.0,1
LP002714,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,7.893198869544609,7177041,7.171656822768514,1695204.0,4.543294782270004,8836.0,3981.0,8.289288323000317,15848361.0,3887.0,8.265392930852224,15108769.0,3887.0,1
LP001253,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1,8.569026340056254,27730756,7.480992162869525,3147076.0,5.231108616854587,34969.0,7040.0,8.859363449152088,49561600.0,6853.0,8.832441791585824,46963609.0,6853.0,1
LP001900,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,7.919356190660617,7562500,7.518607216815252,3392964.0,4.74493212836325,13225.0,4592.0,8.432070937999402,21086464.0,4477.0,8.406708458240965,20043529.0,4477.0,1
LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,0,8.006367567650246,9000000,7.418180822726788,2775556.0,4.605170185988092,10000.0,4666.0,8.448057452581375,21771556.0,4566.0,8.42639282708974,20848356.0,0.0,0
LP002398,1,0,0,0,0,1926,1851.0,50.0,360.0,1.0,1,7.563200592358071,3709476,7.523481312573497,3426201.0,3.912023005428146,2500.0,3777.0,8.236685322712457,14265729.0,3727.0,8.223358899479258,13890529.0,3727.0,1
LP002347,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,8.085178748074537,10536516,7.256297239690681,2007889.0,4.927253685157205,19044.0,4663.0,8.44741429680832,21743569.0,4525.0,8.417372856134026,20475625.0,4525.0,1
LP002706,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,8.572627898304338,27931225,7.265429723253953,2044900.0,5.081404364984463,25921.0,6715.0,8.812099108957337,45091225.0,6554.0,8.787830829258759,42954916.0,0.0,1
LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,2,8.517193191416238,25000000,7.840312983320164,6456681.0,5.017279836814924,22801.0,7541.0,8.928110078202646,56866681.0,7390.0,8.907883013942248,54612100.0,7390.0,0
LP001936,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,2,8.031060180240619,9455625,7.789868559054706,5837056.0,4.9344739331306915,19321.0,5491.0,8.610865667278873,30151081.0,5352.0,8.585225601808064,28643904.0,5352.0,1
LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,0,8.006367567650246,9000000,7.418180822726788,2775556.0,4.605170185988092,10000.0,4666.0,8.448057452581375,21771556.0,4566.0,8.42639282708974,20848356.0,0.0,0
LP001806,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,0,7.994632311431825,8791225,8.648396877031582,32501401.0,5.043425116919247,24025.0,8666.0,9.067162602299854,75099556.0,8511.0,9.049114723476961,72437121.0,8511.0,1
LP001333,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,7.589335823170617,3908529,6.904750769961838,994009.0,3.912023005428146,2500.0,2974.0,7.9976631270201,8844676.0,2924.0,7.980707820869669,8549776.0,2924.0,1
LP001263,1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1,8.06054004653864,10029889,8.294049640102028,16000000.0,5.19295685089021,32400.0,7167.0,8.877242435993919,51365889.0,6987.0,8.85180655855245,48818169.0,0.0,0
LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,2,9.594445640962938,215590489,7.649692623711514,4410000.0,5.717027701406222,92416.0,16783.0,9.72812174830818,281669089.0,16479.0,9.70984212201073,271557441.0,16479.0,0
LP002772,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,2,7.8343923029104365,6380676,7.48605261786314,3179089.0,4.976733742420574,21025.0,4309.0,8.368461137615839,18567481.0,4164.0,8.33423142973486,17338896.0,4164.0,1
LP001030,1,1,2,0,0,1299,1086.0,17.0,120.0,1.0,0,7.1693500166706,1687401,6.990256500493881,1179396.0,2.833213344056216,289.0,2385.0,7.776954403322442,5688225.0,2368.0,7.769800996003896,5607424.0,2368.0,1
LP002129,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1,7.823645930834952,6245001,7.80710329012598,6041764.0,5.075173815233827,25600.0,4957.0,8.508555998020574,24571849.0,4797.0,8.475746001502063,23011209.0,4797.0,1
LP002683,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,8.451694209183541,21930489,7.557472901614746,3667225.0,5.220355825078324,34225.0,6598.0,8.794521851788527,43533604.0,6413.0,8.766082459148864,41126569.0,6413.0,0
LP001198,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,0,8.997147151515142,65286400,7.718685495198466,5062500.0,5.19295685089021,32400.0,10330.0,9.242807562113684,106708900.0,10150.0,9.225228984469933,103022500.0,10150.0,1
LP002347,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,8.085178748074537,10536516,7.256297239690681,2007889.0,4.927253685157205,19044.0,4663.0,8.44741429680832,21743569.0,4525.0,8.417372856134026,20475625.0,4525.0,1
LP002693,1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,2,8.980675603671708,63170704,8.8771028978649,51351556.0,6.173786103901937,230400.0,15114.0,9.623376745580666,228432996.0,14634.0,9.591102867443976,214153956.0,14634.0,1
LP001806,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,0,7.994632311431825,8791225,8.648396877031582,32501401.0,5.043425116919247,24025.0,8666.0,9.067162602299854,75099556.0,8511.0,9.049114723476961,72437121.0,8511.0,1
LP001316,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,7.992268643270745,8749764,7.9724660159745655,8410000.0,4.875197323201151,17161.0,5858.0,8.675563527387679,34316164.0,5727.0,8.652947112393857,32798529.0,5727.0,1
LP001259,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,0,6.907755278982137,1000000,8.013674142832684,9132484.0,4.700480365792417,12100.0,4022.0,8.299534570332597,16176484.0,3912.0,8.271804031154709,15303744.0,3912.0,0
LP001194,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,7.903965634032166,7333264,7.062191632286556,1361889.0,4.574710978503383,9409.0,3875.0,8.262300941787448,15015625.0,3778.0,8.236950048061455,14273284.0,3778.0,1
LP001493,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,2,8.34283980427146,17640000,7.265429723253953,2044900.0,4.859812404361672,16641.0,5630.0,8.635864721133736,31696900.0,5501.0,8.612685172875459,30261001.0,5501.0,0
LP002515,1,1,1,0,1,3450,2079.0,162.0,360.0,1.0,1,8.146129510025405,11902500,7.639642287858013,4322241.0,5.087596335232384,26244.0,5529.0,8.617762246337932,30569841.0,5367.0,8.588024372176829,28804689.0,5367.0,1
LP001630,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,0,7.75491027202143,5442889,7.280008252884188,2105401.0,4.624972813284271,10404.0,3784.0,8.238536930171769,14318656.0,3682.0,8.211211361793023,13557124.0,0.0,0
LP002443,1,1,2,0,0,3340,1710.0,150.0,360.0,0.0,2,8.113726085970747,11155600,7.444248649496705,2924100.0,5.0106352940962555,22500.0,5050.0,8.527143522269405,25502500.0,4900.0,8.496990484098719,24010000.0,0.0,0
LP002418,1,0,3,1,0,4707,1993.0,148.0,360.0,1.0,1,8.456806041401142,22155849,7.597396320212795,3972049.0,4.997212273764115,21904.0,6700.0,8.809862805379057,44890000.0,6552.0,8.787525625532906,42928704.0,6552.0,1
LP001100,1,0,3,0,0,12500,3000.0,320.0,360.0,1.0,2,9.433483923290392,156250000,8.006367567650246,9000000.0,5.768320995793772,102400.0,15500.0,9.648595302907339,240250000.0,15180.0,9.627734050949622,230432400.0,15180.0,0
LP001882,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,0,8.374015421739909,18774889,7.501634457883413,3279721.0,5.075173815233827,25600.0,6144.0,8.723231274827508,37748736.0,5984.0,8.696844519654313,35808256.0,0.0,1
LP001993,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,2,8.232706009860976,14152644,7.418180822726788,2775556.0,4.90527477843843,18225.0,5428.0,8.59932602095476,29463184.0,5293.0,8.574140471857987,28015849.0,5293.0,1
LP002149,1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,2,9.027978814382207,69438889,8.06054004653864,10029889.0,5.10594547390058,27225.0,11500.0,9.350102314351341,132250000.0,11335.0,9.335650562941629,128482225.0,11335.0,1
LP002409,1,1,0,0,0,7901,1833.0,180.0,360.0,1.0,2,8.974744612722734,62425801,7.513709247839705,3359889.0,5.19295685089021,32400.0,9734.0,9.1833801903934,94750756.0,9554.0,9.164715193949908,91278916.0,9554.0,1
LP002175,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,0,8.465899897028686,22562500,7.75491027202143,5442889.0,4.867534450455582,16900.0,7083.0,8.865452825753623,50168889.0,6953.0,8.846928500099018,48344209.0,6953.0,1
LP002229,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1,8.689632748355741,35295481,8.350429973538136,17909824.0,5.69035945432406,87616.0,10173.0,9.227492430793749,103489929.0,9877.0,9.197964100908127,97555129.0,9877.0,1
LP002191,1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,2,9.889895599016661,389272900,8.569026340056254,27730756.0,6.345636360828596,324900.0,24996.0,10.126471091048971,624800016.0,24426.0,10.103403417731034,596629476.0,24426.0,0
LP001028,1,1,2,0,0,3073,8106.0,200.0,360.0,1.0,0,8.030409562130485,9443329,9.000359807188254,65707236.0,5.298317366548036,40000.0,11179.0,9.321792297270326,124970041.0,10979.0,9.303739636234733,120538441.0,10979.0,1
LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,0,8.04012466444838,9628609,7.170119543449628,1690000.0,4.382026634673881,6400.0,4403.0,8.390041405755754,19386409.0,4323.0,8.371704884667631,18688329.0,4323.0,1
LP002792,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,8.60666819784384,29899024,6.939253946041508,1065024.0,3.258096538021482,676.0,6500.0,8.779557455883728,42250000.0,6474.0,8.775549434486189,41912676.0,6474.0,1
LP002361,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,0,7.506591780070841,3312400,7.449498005382849,2954961.0,4.605170185988092,10000.0,3539.0,8.171599480345463,12524521.0,3439.0,8.142936010432265,11826721.0,3439.0,1
LP001006,1,1,0,1,0,2583,2358.0,120.0,360.0,1.0,0,7.8567067930958405,6671889,7.765569081097317,5560164.0,4.787491742782046,14400.0,4941.0,8.50532301884575,24413481.0,4821.0,8.480736654405622,23242041.0,4821.0,1
LP001868,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,7.630461261783627,4243600,7.700295203420117,4879681.0,4.897839799950911,17956.0,4269.0,8.359134886757962,18224361.0,4135.0,8.327242607457793,17098225.0,4135.0,1
LP002297,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,7.824046010856292,6250000,9.903487552536127,400000000.0,4.634728988229636,10609.0,22500.0,10.021270588192511,506250000.0,22397.0,10.01668230030247,501625609.0,22397.0,1
LP002505,1,1,0,0,0,4333,2451.0,110.0,360.0,1.0,0,8.374015421739909,18774889,7.804251383528112,6007401.0,4.700480365792417,12100.0,6784.0,8.822322177471738,46022656.0,6674.0,8.80597465931132,44542276.0,6674.0,0
LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,2,8.057694194815587,9972964,8.023879992734878,9320809.0,4.48863636973214,7921.0,6211.0,8.734077192559303,38576521.0,6122.0,8.719644119505357,37478884.0,6122.0,1
LP001882,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,0,8.374015421739909,18774889,7.501634457883413,3279721.0,5.075173815233827,25600.0,6144.0,8.723231274827508,37748736.0,5984.0,8.696844519654313,35808256.0,0.0,1
LP001029,1,0,0,0,0,1853,2840.0,114.0,360.0,1.0,2,7.52456122628536,3433609,7.951559331155252,8065600.0,4.736198448394496,12996.0,4693.0,8.453827315794417,22024249.0,4579.0,8.429235912657095,20967241.0,4579.0,0
LP001936,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,2,8.031060180240619,9455625,7.789868559054706,5837056.0,4.9344739331306915,19321.0,5491.0,8.610865667278873,30151081.0,5352.0,8.585225601808064,28643904.0,5352.0,1
LP002648,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,7.6638772587034705,4536900,8.804775258867686,44435556.0,4.248495242049359,4900.0,8796.0,9.082052351674651,77369616.0,8726.0,9.074062353683555,76143076.0,8726.0,0
LP002219,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,2,9.07680897935166,76562500,8.516392871245468,24960016.0,4.867534450455582,16900.0,13746.0,9.52850315168155,188952516.0,13616.0,9.519000850813155,185395456.0,13616.0,1
LP001014,1,1,3,0,0,3036,2504.0,158.0,360.0,0.0,1,8.01829613851552,9217296,7.825644732219989,6270016.0,5.062595033026967,24964.0,5540.0,8.61974977974133,30691600.0,5382.0,8.590815331286851,28965924.0,0.0,0
LP002928,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,8.006367567650246,9000000,8.13622555490846,11669056.0,4.02535169073515,3136.0,6416.0,8.766550149546351,41165056.0,6360.0,8.757783656334167,40449600.0,6360.0,1
LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,7.900266036767701,7279204,7.617759576608505,4137156.0,4.804021044733257,14884.0,4732.0,8.462103225098277,22391824.0,4610.0,8.435983135990694,21252100.0,4610.0,1
LP002689,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,7.692569648067906,4804864,7.462789157412448,3034564.0,3.8066624897703196,2025.0,3934.0,8.277411998949004,15476356.0,3889.0,8.265907334155747,15124321.0,3889.0,1
LP002804,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,8.338066525518801,17472400,7.743269700829004,5317636.0,5.204006687076795,33124.0,6486.0,8.777401286867264,42068196.0,6304.0,8.748939631537715,39740416.0,6304.0,1
LP002500,1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,0,7.988542982737695,8684809,7.416979621381154,2768896.0,4.248495242049359,4900.0,4611.0,8.436200032206706,21261321.0,4541.0,8.420902531097951,20620681.0,0.0,0
LP002777,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,2,7.932003152361385,7756225,7.60887062919126,4064256.0,4.700480365792417,12100.0,4801.0,8.476579508530941,23049601.0,4691.0,8.453401058328458,22005481.0,4691.0,1
LP002868,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,0,8.058010800802085,9979281,6.133398042996649,212521.0,4.68213122712422,11664.0,3620.0,8.194229304819817,13104400.0,3512.0,8.163940954755008,12334144.0,3512.0,1
LP001633,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,0,8.764053269347762,40960000,8.88875674784872,52562500.0,5.19295685089021,32400.0,13650.0,9.521494800613105,186322500.0,13470.0,9.50822026940441,181440900.0,0.0,0
LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,0,7.515344571180436,3370896,10.429310157308027,1144942569.0,4.499809670330265,8100.0,35673.0,10.482149379105689,1272562929.0,35583.0,10.479623274697385,1266149889.0,35583.0,0
LP002500,1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,0,7.988542982737695,8684809,7.416979621381154,2768896.0,4.248495242049359,4900.0,4611.0,8.436200032206706,21261321.0,4541.0,8.420902531097951,20620681.0,0.0,0
LP001824,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,7.966239776559467,8305924,7.519149957669823,3396649.0,4.812184355372417,15129.0,4725.0,8.460622839927844,22325625.0,4602.0,8.434246270595311,21178404.0,4602.0,1
LP001914,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,8.27563105457801,15421329,6.684611727667927,640000.0,4.718498871295094,12544.0,4727.0,8.461046030793236,22344529.0,4615.0,8.437067146936952,21298225.0,4615.0,1
LP002229,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1,8.689632748355741,35295481,8.350429973538136,17909824.0,5.69035945432406,87616.0,10173.0,9.227492430793749,103489929.0,9877.0,9.197964100908127,97555129.0,9877.0,1
LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,2,8.761393485256058,40742689,6.907755278982137,1000000.0,5.231108616854587,34969.0,7383.0,8.906935339059165,54508689.0,7196.0,8.881280595070423,51782416.0,7196.0,0
LP002789,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,2,8.186742787113518,12909649,8.358431899031295,18198756.0,4.882801922586371,17424.0,7859.0,8.969414650866176,61763881.0,7727.0,8.952475967933584,59706529.0,0.0,0
LP001915,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,0,7.741099090035366,5294601,6.893453481895542,971801.6159464803,4.356708826689592,6084.0,3286.7999878,8.097669722345216,10803054.159802081,3208.7999878,8.073652310653799,10296397.36170528,3208.7999878,1
LP002265,1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,1,7.597396320212795,3972049,7.393263094763838,2640625.0,4.727387818712341,12769.0,3618.0,8.193676665955241,13089924.0,3505.0,8.16194579946869,12285025.0,3505.0,1
LP001259,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,0,6.907755278982137,1000000,8.013674142832684,9132484.0,4.700480365792417,12100.0,4022.0,8.299534570332597,16176484.0,3912.0,8.271804031154709,15303744.0,3912.0,0
LP001925,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,7.8632667240095735,6760000,7.448333860897476,2948089.0,4.59511985013459,9801.0,4317.0,8.370315995555478,18636489.0,4218.0,8.34711636103872,17791524.0,4218.0,0
LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,2,8.057694194815587,9972964,8.023879992734878,9320809.0,4.48863636973214,7921.0,6211.0,8.734077192559303,38576521.0,6122.0,8.719644119505357,37478884.0,6122.0,1
LP002692,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,2,8.644178203170727,32228329,7.261225091971921,2027776.0,4.605170185988092,10000.0,7101.0,8.867990898182093,50424201.0,7001.0,8.853808274977197,49014001.0,7001.0,1
LP002615,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,8.489821994620105,23668225,8.6347984334905,31629376.0,5.337538079701318,43264.0,10489.0,9.258082367961604,110019121.0,10281.0,9.238052810542719,105698961.0,10281.0,1
LP002160,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1,8.550047528287184,26697889,8.06054004653864,10029889.0,5.298317366548036,40000.0,8334.0,9.0280988119824,69455556.0,8134.0,9.00380808646717,66161956.0,8134.0,1
LP002772,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,2,7.8343923029104365,6380676,7.48605261786314,3179089.0,4.976733742420574,21025.0,4309.0,8.368461137615839,18567481.0,4164.0,8.33423142973486,17338896.0,4164.0,1
LP002586,0,1,1,0,0,3326,913.0,105.0,84.0,1.0,1,8.109525659752872,11062276,6.816735880594968,833569.0,4.653960350157523,11025.0,4239.0,8.352082671352637,17969121.0,4134.0,8.327000740241713,17089956.0,4134.0,1
LP001333,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,7.589335823170617,3908529,6.904750769961838,994009.0,3.912023005428146,2500.0,2974.0,7.9976631270201,8844676.0,2924.0,7.980707820869669,8549776.0,2924.0,1
LP001047,1,1,0,1,0,2600,1911.0,116.0,360.0,0.0,1,7.8632667240095735,6760000,7.555381944240273,3651921.0,4.7535901911063645,13456.0,4511.0,8.414274137408396,20349121.0,4395.0,8.388222810119277,19316025.0,0.0,0
LP001565,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,8.035602692918582,9541921,7.154615356913663,1638400.0,4.795790545596741,14641.0,4369.0,8.382289428951436,19088161.0,4248.0,8.354203562921775,18045504.0,0.0,0
LP002739,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,2,7.978310969867722,8508889,6.284134161070802,287296.0,4.189654742026425,4356.0,3453.0,8.146998697389993,11923209.0,3387.0,8.127699852817772,11471769.0,3387.0,0
LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,2,8.761393485256058,40742689,6.907755278982137,1000000.0,5.231108616854587,34969.0,7383.0,8.906935339059165,54508689.0,7196.0,8.881280595070423,51782416.0,7196.0,0
